PRODUCTO,CANTIDAD,ENTRADA/SALIDA,CONCEPTO,DOCUMENTO,STATUS,CADENA,FECHA DE ENVIO/RECEPCION,GRUPO,COSTO UNIT,MES,A¥O
VELA MAGICA NUMERO 6,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 7,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 8,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 9,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
SILLA ORTOPEDICA PARA DUCHA,30,ENTRADA,COMPRA,P04526,STOCK,JORGE ZARAGOZA,24/06/2024,ORTOPEDIA,200,6,2024
CUBREBOCAS KN 95,2000,ENTRADA,COMPRA,P04527,STOCK,CENTRO,12/06/2024,ORTOPEDIA,2.75,6,2024
DONA,208,ENTRADA,COMPRA,P04361,STOCK,PEDRO DEL REY,13/06/2024,ORTOPEDIA,36.11,5,2024
INMOVILIZADOR,50,ENTRADA,COMPRA,P04338,STOCK,PEDRO DEL REY,13/06/2024,ORTOPEDIA,68,5,2024
BASTON ALEMAN GRIS,100,ENTRADA,COMPRA,P04534,STOCK,JORGE ZARAGOZA,13/06/2024,ORTOPEDIA,30,6,2024
EXPRIMIDOR,3480,ENTRADA,COMPRA,P04455,STOCK,NORDITALIA,14/06/2024,UTENSILIOS,6,6,2024
MOLCAJETE,90,ENTRADA,COMPRA,P04537,STOCK,VIRIDIANA,15/06/2024,COCINA,105,6,2024
"CUCHILLO DE COCINA MANGO MADERA 5""",4080,ENTRADA,COMPRA,P04538,STOCK,ALMET,21/06/2024,UTENSILIOS,6.413757893,6,2024
TARRO CERVECERO,360,ENTRADA,COMPRA,P04539,STOCK,JEMAFLEX,18/06/2024,COCINA,16.8,6,2024
JARRA DE 1 LITRO,306,ENTRADA,COMPRA,P04539,STOCK,JEMAFLEX,18/06/2024,COCINA,29.48,6,2024
CUCHILLO DE SIERRA MANGO MADERA,18000,ENTRADA,COMPRA,P04541,STOCK,CENTRO,18/06/2024,UTENSILIOS,3.02,6,2024
PALA DE MADERA,500,ENTRADA,COMPRA,P04542,STOCK,PEONIA DE SAN LUIS,19/06/2024,UTENSILIOS,4,6,2024
"GLOBO METALICO NUMERO 0 DE 16""",800,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 1 DE 16""",2500,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 2 DE 16""",2600,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 3 DE 16""",1800,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 4 DE 16""",1400,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 5 DE 16""",3000,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 6 DE 16""",1800,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 7 DE 16""",1300,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 8 DE 16""",1800,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 9 DE 16""",1100,ENTRADA,COMPRA,P04543,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,2.5,6,2024
BANNER FELIZ CUMPLEA¥OS,3000,ENTRADA,COMPRA,P04546,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,5.8,6,2024
CORTINA CUADRADA METALICA FIESTA,7200,ENTRADA,COMPRA,P04546,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,6,6,2024
CORTINA METALICA FIESTA,5880,ENTRADA,COMPRA,P04546,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,5.8,6,2024
MANTEL TABLON LISO,1800,ENTRADA,COMPRA,P04546,STOCK,JOHN NUEVA ERA,19/06/2024,FIESTA,8,6,2024
MARCO 8X10 PLANA 2,100,ENTRADA,COMPRA,P04263,STOCK,BELLO,17/06/2024,MARCOS,7.7,4,2024
MARCO 30X75 PLANA 2,200,ENTRADA,COMPRA,P04464,STOCK,BELLO,17/06/2024,MARCOS,14.73,6,2024
DONA,52,ENTRADA,COMPRA,P04361,STOCK,PEDRO DEL REY,13/06/2024,ORTOPEDIA,36.11,5,2024
JALADOR LIMPIAVIDRIOS 24 CM NEGRO,1500,ENTRADA,COMPRA,P04550,STOCK,TREVI¥O,25/06/2024,AUTOS,19.9,6,2024
MOLCAJETE,111,ENTRADA,COMPRA,P04551,STOCK,VIRIDIANA,28/06/2024,COCINA,105,6,2024
PINZA METALICA 40 CM PARRILLERA,200,ENTRADA,COMPRA,P04552,STOCK,NORDITALIA,24/06/2024,UTENSILIOS,15,6,2024
CHEFF ASADOR EXTRA LARGO,100,ENTRADA,COMPRA,P04553,STOCK,NORDITALIA,21/06/2024,COCINA,17.1,6,2024
TENEDOR 2 PUNTAS EXTRA LARGO,200,ENTRADA,COMPRA,P04553,STOCK,NORDITALIA,21/06/2024,UTENSILIOS,16.59,6,2024
VELA CHISPERA INSUMO,18000,ENTRADA,COMPRA,P04560,STOCK,CENTRO,20/06/2024,FIESTA,2.75,6,2024
CUCHARA DE MADERA,96,ENTRADA,COMPRA,P04562,STOCK,CENTRO,18/06/2024,UTENSILIOS,5.5,6,2024
LENTE SENCILLO DE 1.50,1200,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.50,1800,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 3.00,600,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 1.00,1200,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 3.50,600,ENTRADA,COMPRA,P04565,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE DE SOL HOMBRE,1150,ENTRADA,COMPRA,P04566,STOCK,CENTRO LENTE,20/06/2024,LENTE,10.5,6,2024
LENTE DE SOL MUJER,900,ENTRADA,COMPRA,P04566,STOCK,CENTRO LENTE,20/06/2024,LENTE,10.5,6,2024
MATAMOSCAS PLASTICO,5000,ENTRADA,COMPRA,P04570,STOCK,NORDITALIA,05/07/2024,HOGAR,2.25,6,2024
JUEGO DE 2 COLADERAS CH Y MD,1170,ENTRADA,COMPRA,P04570,STOCK,NORDITALIA,05/07/2024,COCINA,7.1,6,2024
PINZA PARA ROPA 30 PZAS,1020,ENTRADA,COMPRA,P04570,STOCK,NORDITALIA,24/06/2024,HOGAR,7.5,6,2024
LENTE SENCILLO DE 1.50,1200,ENTRADA,COMPRA,P04571,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04571,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.50,1800,ENTRADA,COMPRA,P04571,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.75,1800,ENTRADA,COMPRA,P04571,STOCK,YIBA,20/06/2024,LENTE,7,6,2024
CESTO CALADO,4350,ENTRADA,COMPRA,P04572,STOCK,PEONIA DE SAN LUIS,26/06/2024,LIMPIEZA,8.2,6,2024
CONTENEDOR E  -LT1B028,2016,ENTRADA,COMPRA,P04573,STOCK,VACA,28/06/2024,CONTENEDORES,4.3,6,2024
CONTENEDOR D - LT1B059,5800,ENTRADA,COMPRA,P04573,STOCK,VACA,28/06/2024,CONTENEDORES,5.1,6,2024
TAPA R-110,6000,ENTRADA,COMPRA,P04573,STOCK,VACA,28/06/2024,CONTENEDORES,1.1,6,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,3200,ENTRADA,COMPRA,P04574,STOCK,CECILIA FARAH,03/07/2024,LIMPIEZA,5.2,6,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",2400,ENTRADA,COMPRA,P04575,STOCK,CENTRO,28/06/2024,UTENSILIOS,7.482717542,6,2024
CONTENEDOR F-LV1B041,735,ENTRADA,COMPRA,P04578,STOCK,LUIN,16/07/2024,CONTENEDORES,6.44,6,2024
TAPA R-110,12000,ENTRADA,COMPRA,P04579,STOCK,VACA,28/06/2024,CONTENEDORES,1.1,6,2024
VELA MAGICA 10 PZAS,6000,ENTRADA,COMPRA,P04581,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,4,6,2024
VELA MAGICA NUMERO 1,5400,ENTRADA,COMPRA,P04581,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 2,4500,ENTRADA,COMPRA,P04581,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 8,3000,ENTRADA,COMPRA,P04581,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,4.2,6,2024
"CUCHILLO DE COCINA MANGO MADERA 5""",4080,ENTRADA,COMPRA,P04582,STOCK,ALMET,28/06/2024,UTENSILIOS,7.3,6,2024
MARCO 8X10 PLANA 2,250,ENTRADA,COMPRA,P04263,STOCK,BELLO,24/06/2024,MARCOS,7.7,4,2024
MARCO 30X75 PLANA 2,150,ENTRADA,COMPRA,P04464,STOCK,BELLO,24/06/2024,MARCOS,14.73,6,2024
MARCO 20X20 PLANA 2,100,ENTRADA,COMPRA,P04577,STOCK,BELLO,24/06/2024,MARCOS,7.83,6,2024
EXPRIMIDOR,3480,ENTRADA,COMPRA,P04499,STOCK,NORDITALIA,24/06/2024,UTENSILIOS,6,6,2024
ASADOR NORTE¥O,36,ENTRADA,COMPRA,P04590,STOCK,NORDITALIA,24/06/2024,COCINA,49.12,6,2024
CODERA,300,ENTRADA,COMPRA,P04583,STOCK,CENTRO,28/06/2024,ORTOPEDIA,17,6,2024
MUSLERA,100,ENTRADA,COMPRA,P04583,STOCK,CENTRO,28/06/2024,ORTOPEDIA,16,6,2024
ANDADERA RECIPROCA ALUMINIO,20,ENTRADA,COMPRA,P04585,STOCK,JORGE ZARAGOZA,05/07/2024,ORTOPEDIA,270,6,2024
SILLA DE RUEDAS IMPORTADA,20,ENTRADA,COMPRA,P04591,STOCK,DMH,26/06/2024,ORTOPEDIA,999,6,2024
LENTE DE PLUMA 2.00,32,ENTRADA,COMPRA,P04592,STOCK,CENTRO LENTE,28/06/2024,LENTE,16,6,2024
LENTE DE PLUMA 2.25,16,ENTRADA,COMPRA,P04592,STOCK,CENTRO LENTE,28/06/2024,LENTE,16,6,2024
LENTE DE PLUMA 2.50,24,ENTRADA,COMPRA,P04592,STOCK,CENTRO LENTE,28/06/2024,LENTE,16,6,2024
ANDADERA FIJA ALUMINIO,100,ENTRADA,COMPRA,P04594,STOCK,MEAPAL ORTOPEDIA,02/07/2024,ORTOPEDIA,255,6,2024
CUCHILLO DE SIERRA MANGO MADERA,10800,ENTRADA,COMPRA,P04595,STOCK,CENTRO,28/06/2024,UTENSILIOS,3.02,6,2024
EXPRIMIDOR,5040,ENTRADA,COMPRA,P04596,STOCK,NORDITALIA,01/07/2024,UTENSILIOS,6,6,2024
TABLA CUADRADA 20X30,400,ENTRADA,COMPRA,P04597,STOCK,JUAN CARLOS SAVEEDRA,04/07/2024,COCINA,15.55,6,2024
TABLA CUADRADA 25X30,800,ENTRADA,COMPRA,P04597,STOCK,JUAN CARLOS SAVEEDRA,04/07/2024,COCINA,25.2,6,2024
MANTEL TABLON LISO,6000,ENTRADA,COMPRA,P04601,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,8,6,2024
PINZA DE HIELO,7000,ENTRADA,COMPRA,P04603,STOCK,NORDITALIA,01/07/2024,UTENSILIOS,7,6,2024
"GLOBO METALICO NUMERO 0 DE 16""",1600,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 1 DE 16""",2600,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 2 DE 16""",2000,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 3 DE 16""",2000,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 4 DE 16""",2600,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 5 DE 16""",2500,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 6 DE 16""",3000,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 7 DE 16""",2000,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 8 DE 16""",2600,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 9 DE 16""",3000,ENTRADA,COMPRA,P04607,STOCK,JOHN NUEVA ERA,26/06/2024,FIESTA,2.5,6,2024
TENEDOR ACERO,6000,ENTRADA,COMPRA,P04609,STOCK,PEONIA DE SAN LUIS,26/06/2024,UTENSILIOS,1.08,6,2024
CUCHARA SOPERA ACERO,3600,ENTRADA,COMPRA,P04609,STOCK,PEONIA DE SAN LUIS,26/06/2024,UTENSILIOS,1.08,6,2024
CUCHARA LISA NYLON,2000,ENTRADA,COMPRA,P04613,STOCK,NORDITALIA,01/07/2024,UTENSILIOS,4.6,6,2024
VOLTEADOR RECTO NYLON,2830,ENTRADA,COMPRA,P04613,STOCK,NORDITALIA,01/07/2024,UTENSILIOS,4.6,6,2024
BASTON 4 APOYOS GRIS,200,ENTRADA,COMPRA,P04615,STOCK,MEAPAL ORTOPEDIA,02/07/2024,ORTOPEDIA,90,6,2024
CAJA 20 PZAS MICROFIBRA 3B,1500,ENTRADA,COMPRA,P04618,STOCK,CECILIA FARAH,02/07/2024,AUTOS,271,6,2024
CABESTRILLO MEDIANO,20,ENTRADA,COMPRA,P04506,STOCK,PEDRO DEL REY,26/06/2024,ORTOPEDIA,26,6,2024
INMOVILIZADOR,42,ENTRADA,COMPRA,P04506,STOCK,PEDRO DEL REY,26/06/2024,ORTOPEDIA,68,6,2024
RESPALDO 4X6 A 2 CM,600,ENTRADA,COMPRA,P04619,STOCK,CRISTIAN ARTURO BARCENAS,12/07/2024,RESPALDOS,6.39,6,2024
RESPALDO 6X8 A 2 CM,720,ENTRADA,COMPRA,P04619,STOCK,CRISTIAN ARTURO BARCENAS,12/07/2024,RESPALDOS,8.83,6,2024
MATAMOSCAS PLASTICO,3000,ENTRADA,COMPRA,P04570,STOCK,NORDITALIA,01/07/2024,HOGAR,2.25,6,2024
JUEGO DE 2 COLADERAS CH Y MD,2420,ENTRADA,COMPRA,P04570,STOCK,NORDITALIA,01/07/2024,COCINA,7.1,6,2024
MARCO 8X10 PLANA 2,60,ENTRADA,COMPRA,P04263,STOCK,BELLO,01/07/2024,MARCOS,7.7,4,2024
MARCO 6X8 PLANA 2,340,ENTRADA,COMPRA,P04263,STOCK,BELLO,01/07/2024,MARCOS,7.49,4,2024
MARCO 30X75 PLANA 2,216,ENTRADA,COMPRA,P04464,STOCK,BELLO,01/07/2024,MARCOS,14.73,6,2024
PORTACALIENTE DE ACERO 26 CM,500,ENTRADA,COMPRA,P04623,STOCK,NORDITALIA,10/07/2024,COCINA,11.18,6,2024
SILLA ORTOPEDICA PARA DUCHA,30,ENTRADA,COMPRA,P04625,STOCK,JORGE ZARAGOZA,12/07/2024,ORTOPEDIA,200,6,2024
CORTINA METALICA FIESTA,1800,ENTRADA,COMPRA,P04626,STOCK,JOHN NUEVA ERA,01/07/2024,FIESTA,5.8,6,2024
CORTINA CUADRADA METALICA FIESTA,8688,ENTRADA,COMPRA,P04626,STOCK,JOHN NUEVA ERA,01/07/2024,FIESTA,6,6,2024
BANNER FELIZ CUMPLEA¥OS,1800,ENTRADA,COMPRA,P04626,STOCK,JOHN NUEVA ERA,01/07/2024,FIESTA,5.8,6,2024
PINZA DE HIELO,7000,ENTRADA,COMPRA,P04628,STOCK,NORDITALIA,05/07/2024,UTENSILIOS,7,7,2024
BURBUJAS BASTON GRANDE 125ML,144,ENTRADA,COMPRA,P04629,STOCK,CENTRO,02/07/2024,OTROS,7.92,7,2024
EXPRIMIDOR,1200,ENTRADA,COMPRA,P04630,STOCK,NORDITALIA,13/07/2024,UTENSILIOS,6,7,2024
"GLOBO METALICO NUMERO 0 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 1 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 2 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 3 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 4 DE 16""",240,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 5 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 6 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 7 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 8 DE 16""",100,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
"GLOBO METALICO NUMERO 9 DE 16""",320,ENTRADA,COMPRA,P04631,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,2.5,7,2024
GLOBO CORAZON,300,ENTRADA,COMPRA,P04632,STOCK,CENTRO,02/07/2024,FIESTA,4.5,7,2024
GLOBO ESTRELLA,300,ENTRADA,COMPRA,P04632,STOCK,CENTRO,02/07/2024,FIESTA,4.5,7,2024
SET DE 7 GLOBOS,1000,ENTRADA,COMPRA,P04633,STOCK,JOHN NUEVA ERA,02/07/2024,FIESTA,11,7,2024
"GLOBO METALICO NUMERO 1 DE 32""",450,ENTRADA,COMPRA,P04633,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 2 DE 32""",450,ENTRADA,COMPRA,P04633,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 3 DE 32""",450,ENTRADA,COMPRA,P04633,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 5 DE 32""",450,ENTRADA,COMPRA,P04633,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.8,7,2024
VELA MAGICA NUMERO 2,2000,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA NUMERO 4,1500,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA NUMERO 5,1200,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA NUMERO 6,1000,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA NUMERO 7,1000,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA NUMERO 9,1000,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4.2,7,2024
VELA MAGICA 10 PZAS,6000,ENTRADA,COMPRA,P04634,STOCK,JOHN NUEVA ERA,04/07/2024,FIESTA,4,7,2024
LENTE SENCILLO DE 1.50,1200,ENTRADA,COMPRA,P04635,STOCK,YIBA,02/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04635,STOCK,YIBA,02/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.50,600,ENTRADA,COMPRA,P04635,STOCK,YIBA,02/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.75,600,ENTRADA,COMPRA,P04635,STOCK,YIBA,02/07/2024,LENTE,7,7,2024
CUCHARA ACERO DE SERVICIO 36CM,1500,ENTRADA,COMPRA,P04636,STOCK,PEONIA DE SAN LUIS,05/07/2024,UTENSILIOS,5.95,7,2024
ENCENDEDOR RIGIDO,10000,ENTRADA,COMPRA,P04637,STOCK,VILCHES,16/07/2024,COCINA,6.47,7,2024
CUCHILLO DE SIERRA MANGO MADERA,4800,ENTRADA,COMPRA,P04638,STOCK,CENTRO,02/07/2024,UTENSILIOS,3.02,7,2024
MOLCAJETE,111,ENTRADA,COMPRA,P04639,STOCK,VIRIDIANA,08/07/2024,COCINA,105,7,2024
MOLCAJETE,205,ENTRADA,COMPRA,P04644,STOCK,OCTAVIO RAMIREZ,17/07/2024,COCINA,105,7,2024
PINZA METALICA 40 CM PARRILLERA,200,ENTRADA,COMPRA,P04646,STOCK,NORDITALIA,05/07/2024,UTENSILIOS,15,7,2024
CESTO CALADO,1794,ENTRADA,COMPRA,P04649,STOCK,PEONIA DE SAN LUIS,12/07/2024,LIMPIEZA,8.2,7,2024
EXPRIMIDOR,1200,ENTRADA,COMPRA,P04499,STOCK,NORDITALIA,05/07/2024,UTENSILIOS,6,6,2024
CUCHARA ACERO DE SERVICIO 36CM,4560,ENTRADA,COMPRA,P04657,STOCK,PEONIA DE SAN LUIS,05/07/2024,UTENSILIOS,5.95,7,2024
TOPPER CAKE,2408,ENTRADA,COMPRA,P04662,STOCK,CENTRO,05/07/2024,FIESTA,5,7,2024
TAPA R-110,16000,ENTRADA,COMPRA,P04659,STOCK,VACA,09/07/2024,CONTENEDORES,1.1,7,2024
CONTENEDOR D - LT1B059,12000,ENTRADA,COMPRA,P04659,STOCK,VACA,09/07/2024,CONTENEDORES,5.1,7,2024
CONTENEDOR E  -LT1B028,3864,ENTRADA,COMPRA,P04659,STOCK,VACA,09/07/2024,CONTENEDORES,4.3,7,2024
DONA,130,ENTRADA,COMPRA,P04507,STOCK,PEDRO DEL REY,08/07/2024,ORTOPEDIA,36.11,6,2024
MARCO 30X75 PLANA 2,140,ENTRADA,COMPRA,P04464,STOCK,BELLO,08/07/2024,MARCOS,14.73,6,2024
MARCO 5X7 PLANA 2,100,ENTRADA,COMPRA,P04263,STOCK,BELLO,08/07/2024,MARCOS,6.94,4,2024
MARCO 20X20 PLANA 2,100,ENTRADA,COMPRA,P04665,STOCK,BELLO,08/07/2024,MARCOS,7.83,7,2024
DONA,120,ENTRADA,COMPRA,P04507,STOCK,PEDRO DEL REY,09/07/2024,ORTOPEDIA,36.11,6,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,3200,ENTRADA,COMPRA,P04675,STOCK,CECILIA FARAH,16/07/2024,LIMPIEZA,5.2,7,2024
CUBREBOCAS TRICAPA INFANTIL AZUL,4500,ENTRADA,COMPRA,P04683,STOCK,CENTRO,09/07/2024,ORTOPEDIA,0.6,7,2024
LENTE SENCILLO DE 1.50,600,ENTRADA,COMPRA,P04667,STOCK,YIBA,09/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.00,600,ENTRADA,COMPRA,P04667,STOCK,YIBA,09/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.50,600,ENTRADA,COMPRA,P04667,STOCK,YIBA,09/07/2024,LENTE,7,7,2024
LENTE SENCILLO DE 2.75,600,ENTRADA,COMPRA,P04667,STOCK,YIBA,09/07/2024,LENTE,7,7,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",2400,ENTRADA,COMPRA,P04681,STOCK,CENTRO,09/07/2024,UTENSILIOS,4.5,7,2024
LENTE DE PLUMA 1.25,8,ENTRADA,COMPRA,P04660,STOCK,CENTRO,09/07/2024,LENTE,16,7,2024
LENTE DE PLUMA 1.50,32,ENTRADA,COMPRA,P04660,STOCK,CENTRO,09/07/2024,LENTE,16,7,2024
LENTE DE PLUMA 2.00,16,ENTRADA,COMPRA,P04660,STOCK,CENTRO,09/07/2024,LENTE,16,7,2024
LENTE DE PLUMA 2.75,16,ENTRADA,COMPRA,P04660,STOCK,CENTRO,09/07/2024,LENTE,16,7,2024
CUCHILLO DE SIERRA MANGO MADERA,10800,ENTRADA,COMPRA,P04676,STOCK,CENTRO,09/07/2024,UTENSILIOS,4.5,7,2024
BANNER FELIZ CUMPLEA¥OS,6000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,5.8,7,2024
"GLOBO METALICO NUMERO 1 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 2 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 3 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 5 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 7 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
"GLOBO METALICO NUMERO 9 DE 32""",1000,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,4.8,7,2024
SET DE 7 GLOBOS,500,ENTRADA,COMPRA,P04682,STOCK,JOHN NUEVA ERA,12/07/2024,FIESTA,11,7,2024
